review,sentiment
"Naprawdę super auto, duże, komfortowe, ekonomiczne i niezadwodne. Zrobiłem nim ponad 200tyś i nigdy mnie nie zawiódł. ",1
Super auto!!!,1
POMOCY!!!!!!!! mam brave od nowosci i ostatnio podczas wciskania sprzengła słychać pisk a raz nawet zagineło sprzengło na chwile co to moze być docisk czy jakieś łożysko-prosze pomóżcie ,1
Zgrabne małe autko o jak na swoje rozmiary dużym bagażniku. Siedzenie kierowcy regulowane w pionie co daje komfort.,1
Przyjemne autko ,1
czwarta Renówka ,1
Posiadam nowego Forda StretKA i naprawde jest świetny nie mam żdanych zastrzeżeń idealne auto dla kobiety choć w sumie jestem facetem ale świetnie mi się nim jezdzi pozdrawiam:) ,1
NIBY OK ALE...,0
"Aleksander , twoj T4 moze i bezwypadkowy ale chyba po powodzi albo spaleniu ,mam trzecie z kolei T4 i jedyne na co moge narzekac to skrzynia biegów ,dziwi mnie twoja opinia,wydaje mi sie zmyslona",1
Do FORDA można lać olej nawet słonecznikowy...mają dobre silniki..,1
"GT WERSJA B DOBRA. DYNAMIKA , JAZDA I KOMFORT B DOBRA. NIE UKRYWAM ALE Z MILA CHECA VR-A BYM KUPIL ",1
"Szczerze nie polecam, wcześniej byłam w posiadaniu clio III, wiele bym dała żeby do niego wrócić. Nic poza ładnym wyglądam :-(",0
"Polecam wszystkim w tej wersji. Dobra dynamika, japońska trwałość, duży bagażnik oraz ciekawy, ponadczasowy wygląd",1
Bardzo dobry miejski samochód.,1
"1,4 i 82 KM Rocznik94 Góry,Czechy Chorwacja,Polska 98 tys km bez problemów czy jeszce coś więcej ?",1
nie warto kupowac,0
Samochód z założenia miał być budżetowy... i jest,0
"Dla małego biznesu, rodziny, ekipy imprezowiczów. Stylistyka była podporządkowana wszechstronności. ",1
super polecam,1
Zgadzam się z beja. Auto O.K. 49 tys. km. bez kłopotów. W porównaniu z innymi samochodami z segmentu B chyba najciekawsza propozycja. ,1
Jezdze 406 Rok 99 SUPER AUTO,1
ogółem jestem zadowolony jednak dla modelu Megane Kombi przydał by się mocniejszy silnik ,1
"Sam samochod oceniam b.dobrze.Za maly przeswit,utrudniajacy wjazd na kraweznik przy parkowaniu.No i servis nie potrafiacy zlokalizowac usterki.",0
Autko całkiem fajne ale silnik hmm... wydaje się że fajne lecz gdy zacznie sie psuć koszty są ogromne,0
"Toporny w obsłudze , kompakt, z wielkim bagażnikiem i ciasnym wnętrzem.",1
"nie polecam, bardzo nietrwałe olejożerne silniki",0
"ŁADNE Z WYGLADU AUTO MIEJSKIE , BARDZO MAŁA DYNAMIKA SILNIKA , WYGODNE PRZY MAŁYCH DYSTANSACH , NA DALSZA PODRÓZ TYLKO DLA DWÓCH OSÓB",0
słabiutko na tle aut francuskich chociaż to mój 5 opelek ale scenica i picasso tez miałem,0
"Autko dość przyjemne, niestety, dość drogie w utrzymaniu - ciągłe wizyty w serwisie, wysokoe spalanie, właściwie porównywalne z Polonezem.",0
"nie polecam, bardzo nietrwałe olejożerne silniki",0
"ekonomiczne i praktyczne autko, ale często przytrafiające się różne, mniejsze i większe usterki, sprawiają, że z czasem traci się do niego zaufanie i przestaje lubić.",0
"1.2 tce 120 km , skrzynia manualna",0
"Silnik 2.0 DOHC. Bardzo dobre i wygodne auto. 160.000 tyś. km przez trzy lata bez ""drogich problemów"". Tylko standartowe wymiany. ",1
Bardzo rozczarowało mnie to auto. Zachwycony może być ten co przesiadl sie z matiza lub poloneza..,0
za dużo napraw,0
"renault CLIO i THALIA auta bezawaryjne przy dobrej eksploatacji,dostosowanie sie do zalecen producenta. KUPIE SPRZEDAM kontakt 511 260 097",1
"Żwawe, oszczędne, niezawodne, świetna widoczność, na pewno nie dla osób często zmieniających samochody SZCZERZE POLECAM. (XII 1998 przebieg 100.000 km)",1
witam. mam zamiar kupic omege 2.5 tds moglbym prosic o pare slowo tym aucie.,1
katastrofa auto wadliwe nie polecam,0
Auto do polecenia tanie i dobre ,1
Gdyby nie silnik auto ok,0
"Gdyby nie głośna praca silnika, to kupiłbym zdecydowanie ponownie ten model",0
"GORĄCO POLECAM!!!!Posiadam renate od dwóch lat i jestem w 100% zadowolony.mam silnik 1.8 w gazie i pali 8,5 na setkę.Jazda R19 to sama przyjemność.auto z takim wyposarzeniem za niewielką kasę.",1
samochód fajny ,0
"Na dojazdy do pracy, krótkie trasy - ok. Dalsze podróże - męczarnia. Trasa do Anglii, 2000 km, 30 godzin jazdy. W głowie huczało jak we młynie.",0
"Użytkuję służbowy(od nowości) 2003 r, silnik 1.5 dci. Przejechane 58 tys.Jedyny problem, 2xwymiana żarówki.Pali, cykl mieszany 4,8(ON) l.Osiągi wystarczające. Miłe autko.",1
samochod dobry jak za taka cene i z takim wyposarzeniem ( fokus był o 10tys droższy)ale nie kupil bym go ponownie gdyz uwazam ze nie ma sensu kupowac 2 razy tych samych rzeczy,0
"beznadziejny samochod ,nigdy wiecej !!!!!. Nie dac sie uwiesc sprzedawca tego typu samochodu",0
"po 20 000 km posypały się łożyska,z każdym przejechanym km odnoszę wrażenie że to nie był dobry wybór auta.",0
"mam MKI 2.5 V6 Ghia kombi, automatic - autko super, owszem spalanie to on ma, ale w życiu potrzebne jest trochę szaleństwa",1
drugi raz nie kupiłbym tego auta,0
Bardzo tani w zakupie i jeszcze tańszy w utrzymaniu. Gdyby nie słabe zabezpieczenie anty korozyjne- auto ideał,1
"Punto 1,1 97 rok . jest ok . choć w tym wieku niestety troszeczke musiałem zainwestować : zawieszenie , alternator , sprzegło , tłumiki , ale za takie pieniądze polecam . ",1
"Nie narzekam, tylko trochę skrzypi bagażnik (Caravan)",1
spoko autko,1
jeszcze kilka miesięcy,0
cieszy mnie ,0
dobry samochód w ruchu miejskim i na zakupy ,1
przez 4 lata dolewam tylko paliwo ,1
Auto z pewną przeszłością i normalnie uzytkowane odpłaci się bezawaryjnością. Bardzo fajnie spisywało się jako drugie w rodzinie. POLECAM,1
Kochana cytrynka! Ciepła w środku z pazurkami na zewnątrz! Polecam wersję VTR ,1
 Alm,1
Bardzo fajny wygodny samochód godny polecenia w wersji Elegance.,1
Przejechałem swoją MAZDĄ 400000 tysięcy kilometrów i tyłko raz wymieniłem sprzęgło To naprawde super wózek!!!.,1
Ogolnie nie polecam,0
"Gdyby nie głośna praca silnika, to kupiłbym zdecydowanie ponownie ten model",0
jestem zadowolony z tego autka ale nie raz przyprawia mnie o większe ciśnienie .,0
"MPV jest fajnym autem ale ma jedną wadę - KOROZJA :( pojawia się wszędzie (podwozie, nadwozie) . Silnik żwawy, siedem miejsc, w trasie jak na tak duże auto jest zadowalające 8.5 L/100 km.",0
OK,0
"Duży samochód dający sobie dobrze radę w terenie, niestety częste awarie oraz koszty części a w szczególności blacharskie kładą się cieniem na opinie względem tego auta",0
Mam 626 2.0D Comprex. Czy ktoś może miał problemy z odpaleniem tylko na zimnym silniku? Proszę o uwagi. ,1
"Ile ludzi tyle opini. Ja bym kangoo już nie kupił,ale to tylko moje zdanie.Dlaczego???-patrz oceny",0
"samochod z najgorszym silnikiem opla duzo pali awaryjny ,korozja nadwozia",0
poratujcie na zimnym silniku zapala i gasnie i tak kilka razy dopiero za któryms razem zaskoczy i juz jest ok co to może być ? poza tym auto ok,1
R E W E L A C J A !!! ,1
"Mam meganke z 2001 roku.Silnik 1,9 DTI, 80 KM. Dynamika może być, spalanie 5-6 litrów. Przejechałem 55 tys.km bez awari. Jestem bardzo zadowolony z tego autka, polecam.",1
Cinek. jak nie potrafisz kupować dobrych aut to sie noe odzywaj. Najpierw moze traf na niezarżnięty egzemplaż i daj swoją opinie. Skoda to inaczej vw i nie ma co czarować.,1
"Od 2 lat mam 306 HUSKY 1,6 benzyna z 1999 roku. Użytkowników takich modeli proszę o opinie. Karol. ",1
nie polecam tego auta chyba ze dzieciom jako zabawke,0
Auto jest sprawne ,1
Mam identyczny samochod.3 lata ANI PIKA /BRZYTWA/ ,1
Z tym silnikiem bym nie kupił.,0
ok,0
"Auto byłoby naprawdę znakomite, gdyby nie korozja. Zaczęła pojawiać się po 7 latach (!).",0
"jestem właścicielem auta z 2000 r w wersji WINTER 1,6 benzyna 103 KM i jestem bardzo zadowolony z samochodu ",1
"średni samochód, nastepnym razem będę szukał czegoś innego (Kia, jakis Opel)",0
"Posiadam opla kadetta od trzech lat nie było z nim problemów .Teraz poiawił się mały problem, po przekręceniu kluczyka kontrolka pomarańczowa ze znaczkiem silnika dwa razy miga.Może ktoś cośporadzi",1
Bardzo fajne auto. Solidnie wykonane o niepowtarzalnym wyglądzie zarówno w środku jak i na zewnatrz. Sprawdzony mocny i kulturalny diesel Duża frajda z jazdy. ,1
Renault 1.4rn 96r. Bardzo dobre auto ale nie do ścigania. POLECAM.,1
problemy z instalacją lpg dyskwalifikuje auto homologacja na butlę gazową wydane w języku ang uniemożliwia zarejestrowanie auta i generuje koszty i kłopot ,0
"od czerwca do sierpnia non stop w naprawie. wszystko sie sypie. ODRADZAM, mało pali ale co z tego jak rzadko jest na chodzie",0
 mam18tdcijest fajnym autem przyjemnym o idealnym zawieszeniu na nasze ulice za około miesiąc zmieniam ma nowego ,1
Primera 97 r jeżdzę 5 lat auto-super ,1
nie kupujcie go,0
"Nie polecam, to już stary samochód, szukajcie czegoś lepszego",0
Małe zwrotne auto idealne do jazdy po mieście.,1
" Chcę zakupić skodę octavia rok 2002-2003,woj.pomorskie,może jest osoba ,która chce sprzedać. ",1
"polecam, tanie w utrzymaniu,brak ofert benzyna-gaz, znajomi szukają i nie mogą trafić dobrej oferty z małym względie przebiegiem ok150tkm",1
"To mój 2gi hyundai.Sonata2.0,16V'99 rok( wersja IV )Bez jakichkolwiek problemów, poza drobnymi z zawieszeniem. Jak na nasze drogi i tak jest tego niewiele. ",1
"jeżdżę B6 1,8T z 2000 superauto miałem passata 91 1,8 i 94 przejściówkę 2,0 żaden mnie nie zawiódł czekam na nowy model ",1
Auto dobre. PRZY SZYBKIEJ JEŹDZIE SKRZYNIA BIEGÓW PADA SILNIK TANI I MOCNY BEZ PRZYŚPIESZENIA. TAPICERKA MAŁO WYTRZYMAŁA. ZAMEK CENTRALNY ZIMĄ NIE DZIAŁA CZASEM TRZEBA WLEŹĆ PRZEZ BAGAŻNIK,1
"Maxima 3,0QX super auto mało pali paliwa i gazu jest autem niezawodnym ,komfort jazdy i przyspieszenie rewelacja.Wszystkim polecam takie autko.",1
jak by nie rdza to jest okej prowadzi się dobrze,0
Gorzej wyglądał niż faktycznie z nim było :),0
witam. Mam moją mazde 6 kombi nie długo bo zaledwie 3 tygodnie. Autko super dynamiczny 136 Ps TDCi daje rade. Polecam!!,1
Autko bardzo ładne... i to tyle zalet silnik porażka co chwile jakieś niespodzianki. Komfort jazdy taki jak w polonezie silnik głośny i szarpie,0
gdyby nie czeste awarie silnika auto było by godne polecenia.....,0
"MIłe zaskoczenie, jeżdzę Sephią 6 lat i poza przeglądami nie dołozyłem ani złotówki. Niezawodność 100%",1
"1,6 16V 95r Jego wadą jest brak kontrolki rezerwy paliwa,i nie ciekawe zawieszenie jak na nasze drogi a pozatym ok. POLECAM",1
NISSAN NIGDY WIĘCEJ !!!,0
"Miałem Octavie 1998 r, przez 5 lat, od 2000 do 2005 roku i nic się z podłogą nie działo. Naprawdę auto godne polecenia. Odradzam benzyniaki. ",1
"Skrzynia automatyczna działała róznie, trzeba było się nauczyć jeżdżenia i słuchania obrotów",0
"Nie polecam tego samochodu jest on bardzo brzydki z wyglądu jak i środku ,od jakiegoś czasu zaczyna rdzewiec . ",0
dobry samochód nie za mienie na inny,1
Gorzej wyglądał niż faktycznie z nim było :),0
mam 206 i 406 to naprawde dobre samochody i wygodne zawieszenie na naszych drogach nic nie wytrzyma ,1
gdyby nie czeste awarie silnika auto było by godne polecenia.....,0
Bardzo dobre auto. ,1
"Nabycie tego pojazdu, to była dobra decyzja.",1
Super auto w dobrej cenie,1
niemiec plakal jak sprzedawal,0
Polecam wszystkim szukającym komfortu i pojemności. Dynamiczny i oszczędny silnik. ,0
samochód dobry ale awaryjny,0
Fajne Autko ale nie warte więcej niż 1500 zł :) ,0
Bardzo sobie chwalę. 1.2 HTP sedan wersja Choice. ,1
"Witam mam pytanko: jaka jest maksymalna średnica głośnika, jaką można zamontować do astry II w przednie i tylne drzwi. Pozdrawiam Kuba",1
ok,0
"od niedawna jezdze omega kombi 2,4 benzyna , jestem z niej bardzo zadowolony i mam nadzieje ze tak pozostanie , jesli ktos moze mi cos doradzic to czekam na wiadomosc",1
Brak,0
"POSIADAM C5 SWIETNE AUTKO 30 V6 ,GDZIE MOżNA ZAKUPIć PłYTE DO NAWIGACJI NAJLEPIEJ PO POLSKU ,NAPISZCIE A MORZE KTOś MA DO ODSPRZEDANIA",1
Mam również 1.8 D.Wszystko nieźle tylko zawieszenie nie wytrzymuje naszych pięknych dróg.,1
"Kocha go cała rodzinka mimo, że lekko się osypuje na drogę. Jak na swoje 20 lat bardzo niezawodny i bardzo ekonomiczny (diesel). Też się zastanawiam jaka to musiała być furka jak był nowy. ",1
od 3 lat mam fiestkę zrobiłem nia 80 tys i tylko przy zawieszeniu coś zaczęło stukać ,1
"Jeśli ktoś posiada niewielkie fundusze, a chce posiadać kombi w dieslu, to czemu nie. Polecam modele w dobrym wyposażeniu, np. podgrzewane siedzenia, tempomat itd. ",0
Auto świetne do miasta. Polskie drogi potrafią 'zmęczyć' zawieszenie. Zwrotność i niezawodność tego autka powinno jednak otrzeć łzy. Zaskakująco dynamiczne jak na taki mały litraż.,1
"Bardzo rdzewieje, nieustannie jakaś żarówka do wymiany - to najczęstsze problemy, Ale poważnie nigdy mnie nie zawiódł ani w mieście ani na trasie, ani w największe zimy.",0
te pompowtryskiwacze chodza ale kolo 200 000 musisz je wymienic..mowa o modelu 130KM.,1
Bardzo wygodne i dobrze prowadzące się auto. Na razie bezawaryjne,1
"GOLF JEST OK ,MA JEDNAK BARDZ UCIĄŻLIWĄ WADĘ - ZA NISKI SPOJLER PRZÓD I ZA MAŁA ODLEGŁOŚĆ MIĘDZY JEZDNIĄ A OSŁONĄ SILNIKA,JEST TO DUŻA WADA JEŻELI CHODZI O POLSKIE DROGI ",1
"samochód godny polecenia, oprócz korozji auto naprawde fajne da sie nim fajnie jeździć",0
"Auto awaryjne leci jedno za drugim, abs pierscien , uszczelki w pompie wtryskowej , alternator, wtryski szmelc, mało zamiennikow , ",0
NIE POLECAM,0
"Czesć.zamierzam założyć gaz do puciaka 1.2 8V. 2003r.prosze o opinie osoby ktore miały do czynienia z instalacja gazowa w tym modelu auta, z gory dzieki ",1
"Auto godne uwagi, szczególnie w tym przedziale cenowym. Jedyne problemy to zawór EGR, wahacze i oświetlenie wnętrza.",1
Auto nie rzucajace sie w oczy sa ich setki na drogach wiec i czesci tanie jak barszcz. Zwyczajne wozidło na którym mozna polegac.,1
szrot,0
"Jeden z ciekawszych modeli segmentu B, zdecydowanie wart zainteresowania.",1
"jak ktoś nie zna CX, to niech nie mówi o komforcie. Widziałem na własne oczy model SM. Szkoda że nie mogłem go porównać z CX",1
"Auto ładne z wyglądu, wnętrze ciekawe.",0
"mam nissana sunny z 93 jest super, jeździ się rewelacja,naprawdę warto kupić sama radocha ",1
"auto dla ludzi lubiących małe auta z dobrą mocą, w mojej wersji sprawdza się świetnie, zamierzam jednak zamienić go na wersję VTS z silnikiem 1.6 podrasowaną do 140KM",1
Auto dobre dla kobiety na krótkie trasy.,0
"cenię go za to,że jeszcze nigdy mnie nie zawiódł,polecam gorąco jestem fanem tego samochodu.",1
"Jak trafisz na zadbany samochód to TAK, a jak nie to masz do wydania około + - 5000 zł.",0
duze przestronne auto idealne dla rodiny wielodzietnej polecam,1
jestem zadowolony z tego autka ale nie raz przyprawia mnie o większe ciśnienie .,0
nie wiem od czego zacząć ale tak naprawdę usuwając jedną usterkę pojawia się następna ,0
nie kupujcie go,0
"Z względu na złą konstrukcie siedzenia z przodu nie kupił bym tego auta ponownie, usterki w aucie np .wycieraczki,turbo,pompa wtryskowa przy 150 tys. cieknie.",0
MONDO 2.0 JEST WSPANIAŁE,1
"Dobre auto na początek, tanie w utrzymaniu lecz zdarzają się awarie lecz nie są to zbyt poważne uszkodzenia",0
kupujcie mazde warto naprawde rewelacja i wcale nie suchajcie opini zlych to nie prawda to tylko zazdrosc ja jestem bardzo zadowolony,1
Napewno następnym suvem będzie następna Kia-nka Sportage.,1
teraz kupiłbym sportsvana :-) ,0
"po 7,5 roku wykryto brak sprezyny w pierscieniu - serwisy autoryzowane kazaly dolewac olej i wymieiano swiece. Sprzedano wadliwy samochod!",0
 zwracam uwage na wasze sondaze i nieraz je czytam ,1
"Posiadam auto tej marki rocznik 88 od ośmiu lat. Przejechałem nim 140 tyś. km . Jestem zadowolony . ATUTY ; silnik, bagażnik, koszty eksploatacji, ceny części. POLECAM !!!",1
"opel combo tour comfort 1,7 dti 2002r, jestem bardzo zadowolony z uzytkowania tego samochodu jako auta rodzinnego, b. pojemny, srednie spalanie 6,1 on",1
OK ,0
Męczyłem się z tym autem przez 8 lat.Pochłonęło masę pieniędzy aż w końcu pochłonęła je rdza. Polecam zdesperowanym pasjonatom dużą ilością pieniędzy na paliwo i naprawy.,0
bardzo ładne autko i wygodne ,1
"Mam scenica od sierpnia zeszłego roku rocznik 2000 silnik 1,9 DCI zrobiłem nim 10000 km jestem bardzo zadowolony przy przebiegu 175000 wszystko działa prawidłowo polecam",1
"z 97 KM myślałem,że będzie lepsze przyśpieszenie, skrzynia biegów przejście z 1 na 2 tragedia resztę zobaczymy przejechałem dopiero 3000 km.Wielki plus to bagażnik",1
"Mam od 2 lat 1,4 HDI i tylko 1 raz byłem w serwisie gdzie naprawiono usterki fabryczne (kierunkowskez odbijał w prawo i coś z oprogramowaniem)Bardzo oszczędny silnik-poniżej 5l/100km",1
Dobry samochód za niewielkie pieniądze ,1
Ten samochód to bezpieczeństwo i bezawaryjność. Idealny na rodzinne podróże.,1
swietne autko do miasta,1
słabe,0
"Rdzewieje, a serwisy pomimo gwarancji i przeglądów nie chcą uznawać",0
Jeżeli kupować citroena używanego to tylko z gwarancją CITROEN SELECT na min 2 lata,0
mam opla vektre A z 95r 2.0 CDX jestem z niej bardzo zadowolony pali o 8 do 10l na 100km,1
wszystko cacy,1
"Witam.Madzię mam od 3lat,wcześniej fiaty,ople.Następna też będzie MADZIA!",1
Jak lubisz bawic sie w mechanika albo jezdzic do zaprzyjaznionego wydac troszeczke kasy to polecam:),0
bardzo dobry stosunek cena/jakosc+wyposazenie,1
mam paska B5 od 2000R przejechałem nim 300 000 km nic się nie popsuło a jeździ na gazie .Jest oki nigdy nie wypadł z drogi.,1
Dobry samochód dla rodziny na wakacyjne wypady. Może pakownością nie powala bo to HB ale jaknajbardziej z rodziną można się zapakować mając nawet instalację LPG.,0
Mam R19 od 6 miesiecy. jak narazie jestem bardzo zadowolony z samochodu. Chodzi jak żyleta.,1
"Auto z salonu w UK jeżdżone w UK. Nigdy więcej Peugeota, 16letni focus jest mniej awaryjny",0
Można jeździć ale to tylko opel,0
"Ogólnie , liczyłem na mniej wad, przecież to druga generacja .",0
"nowe ducato odbiega jakością jaką miało do tej pory, mało pozostało z aut z poprzedniej generacji , nie wspominając aut do 2010 r ",0
nie warto kupowac,0
